CourseNumber,Dept,YearTerm,Title,ACP,CS,HUM,NAT,QR,SBS
AAS,100,2019-fa,Intro Asian American Studies,,US,,,,SS
AAS,105,2019-fa,Introduction to Arab American Studies,,US,,,,
AAS,120,2019-fa,Intro to Asian Am Pop Culture,,US,,,,
AAS,200,2019-fa,U.S. Race and Empire,,US,HP,,,
AAS,201,2019-fa,US Racial & Ethnic Politics,,US,,,,SS
AAS,211,2019-fa,Asian Americans and the Arts,,US,LA,,,
AAS,215,2019-fa,US Citizenship Comparatively,,US,HP,,,
AAS,224,2019-fa,Asian Am Historical Sociology,,US,,,,
AAS,246,2019-fa,Asian American Youth in Film,,US,,,,SS
AAS,258,2019-fa,Muslims in America,,US,,,,SS
AAS,260,2019-fa,Intro Asian American Theatre,,US,,,,
AAS,265,2019-fa,Politics of Hip Hop,,US,,,,
AAS,275,2019-fa,The Politics of Fashion,,US,,,,
AAS,281,2019-fa,Constructing Race in America,,US,HP,,,
AAS,283,2019-fa,Asian American History,,US,HP,,,
AAS,286,2019-fa,Asian American Literature,,US,LA,,,
AAS,287,2019-fa,Food and Asian Americans,,US,,,,SS
AAS,288,2019-fa,Global Islam and Feminisms,,NW,,,,
AAS,297,2019-fa,Asian Families in America,,US,,,,SS
AAS,300,2019-fa,"Theories of Race, Gender, and Sexuality",ACP,,,,,
AAS,310,2019-fa,Race and Cultural Diversity,ACP,US,,,,
AAS,370,2019-fa,"Immigration, Law, and Rights",ACP,,,,,
AAS,402,2019-fa,Asian American Education,ACP,US,,,,
ABE,469,2019-fa,Industry-Linked Design Project,ACP,,,,,
ACE,100,2019-fa,Agr Cons and Resource Econ,,,,,,SS
ACE,210,2019-fa,Environmental Economics,,,,,,SS
ACE,251,2019-fa,The World Food Economy,,NW,,,,SS
ACE,254,2019-fa,Economic Systems in Africa,,NW,,,,SS
ACE,255,2019-fa,Economics of Food and Environmental Justice,,US,,,,SS
ACE,261,2019-fa,Applied Statistical Methods,,,,,QR1,
ACES,102,2019-fa,Intro Sustainable Food Systems,,,,LS,,
ACES,179,2019-fa,History of Ag in IL Since 1860,,US,HP,,,
ADV,476,2019-fa,Global Advertising,,WCC,,,,SS
AE,443,2019-fa,Aerospace Systems Design II,ACP,,,,,
AFAS,120,2019-fa,Intro to US Armed Forces,,,HP,,,
AFRO,100,2019-fa,Intro to African American St,,US,,,,SS
AFRO,101,2019-fa,"Black America, 1619-Present",,US,HP,,,
AFRO,103,2019-fa,Black Women in the Diaspora,,US,,,,
AFRO,105,2019-fa,Black Literature in America,,US,LA,,,
AFRO,106,2019-fa,Hist Arch Americas,,US,HP,,,
AFRO,132,2019-fa,African American Music,,US,LA,,,
AFRO,201,2019-fa,US Racial & Ethnic Politics,,US,,,,SS
AFRO,211,2019-fa,Intro to African-American Film,,US,,,,
AFRO,212,2019-fa,Intro African American Theat,,US,,,,
AFRO,215,2019-fa,US Citizenship Comparatively,,US,HP,,,
AFRO,221,2019-fa,History of the Prison,,WCC,HP,,,
AFRO,224,2019-fa,Humanist Persp of Afro-Am Exp,,US,LA,,,
AFRO,228,2019-fa,Hip Hop Music: History and Culture,,US,LA,,,
AFRO,231,2019-fa,Lang Diff Dis: American Persp,,US,,,,
AFRO,243,2019-fa,Pan Africanism,,NW,,,,SS
AFRO,250,2019-fa,Introduction to Health and Wellness in the Black Community,,US,,,,SS
AFRO,259,2019-fa,Early African American Literature and Culture,,US,,,,
AFRO,260,2019-fa,Modern African American Literature and Culture,,US,,,,
AFRO,261,2019-fa,Intro to the African Diaspora,,US,HP,,,
AFRO,272,2019-fa,Minority Images in Amer Film,,US,LA,,,
AFRO,275,2019-fa,Afro-American History to 1877,,US,HP,,,
AFRO,276,2019-fa,Afro-American Hist Since 1877,,US,HP,,,
AFRO,281,2019-fa,Constructing Race in America,,US,HP,,,
AFRO,287,2019-fa,African-American Women,,US,HP,,,
AFRO,290,2019-fa,Af Am Urban Hist Since 1917,,US,HP,,,
AFRO,310,2019-fa,Race and Cultural Diversity,ACP,US,,,,
AFRO,340,2019-fa,Dancing Black Popular Culture,,US,HP,,,
AFRO,372,2019-fa,Class Politics & Blk Community,ACP,,,,,
AFRO,400,2019-fa,African Diasporic Thought in the Caribbean,,NW,,,,
AFRO,460,2019-fa,Slavery in the United States,ACP,,,,,
AFRO,474,2019-fa,"Black Freed Move, 1955-Present",ACP,,,,,
AFST,103,2019-fa,Black Women in the Diaspora,,US,,,,
AFST,209,2019-fa,Constr Afr and Carib Identity,,NW,,,,
AFST,210,2019-fa,Introduction to Modern African Literature,,NW,LA,,,
AFST,213,2019-fa,African Muslim Societies,,NW,HP,,,
AFST,222,2019-fa,Introduction to Modern Africa,,NW,,,,
AFST,243,2019-fa,Pan Africanism,,NW,,,,SS
AFST,254,2019-fa,Economic Systems in Africa,,NW,,,,SS
AFST,266,2019-fa,African Film and Society,,NW,,,,
AGCM,220,2019-fa,Communicating Agriculture,ACP,,,,,
AGCM,320,2019-fa,Public Information Campaigns,ACP,,,,,
AGED,230,2019-fa,Leadership Communications,ACP,,,,,SS
AGED,260,2019-fa,Intro to Leadership Studies,,,,,,SS
AGED,340,2019-fa,Leadership Ethics & Pluralism,,US,,,,
AGED,360,2019-fa,Advanced Leadership Studies,,,,,,SS
AIS,101,2019-fa,Intro to Amer Indian Studies,,US,HP,,,
AIS,102,2019-fa,Contemp Issues in Ind Country,,US,,,,SS
AIS,140,2019-fa,Native Religious Traditions,,US,HP,,,
AIS,165,2019-fa,Lang & Culture Native North Am,,NW,,,,
AIS,265,2019-fa,Intro to American Indian Lit,,US,LA,,,
AIS,275,2019-fa,Am Indian and Indigenous Film,,US,LA,,,
AIS,277,2019-fa,Encounters in Native America,,US,HP,,,
AIS,278,2019-fa,Native American History,,US,HP,,,
AIS,285,2019-fa,Indigenous Thinkers,,NW,HP,,,
AIS,288,2019-fa,American Indians of Illinois,,US,HP,,,
AIS,295,2019-fa,US Citizenship Comparatively,,US,HP,,,
ANSC,110,2019-fa,Life With Animals and Biotech,,,,LS,,
ANSC,205,2019-fa,World Animal Resources,ACP,,,,,
ANSC,207,2019-fa,Companion Animal Biology &Care,,,,LS,,
ANSC,250,2019-fa,Companion Animals in Society,,WCC,,,,
ANSC,305,2019-fa,Human Animal Interactions,,,,,,SS
ANTH,101,2019-fa,Introduction to Anthropology,,WCC,,,,SS
ANTH,102,2019-fa,Human Origins and Culture,,,,,,SS
ANTH,103,2019-fa,Anthro in a Changing World,,NW,,,,SS
ANTH,104,2019-fa,Talking Culture,,,,,,SS
ANTH,105,2019-fa,World Archaeology,,,HP,,,
ANTH,106,2019-fa,Hist Arch Americas,,US,HP,,,
ANTH,108,2019-fa,Religion & Society in West I,,WCC,HP,,,
ANTH,109,2019-fa,Religion & Society in West II,,WCC,HP,,,
ANTH,130,2019-fa,History of South Asia,,NW,HP,,,
ANTH,143,2019-fa,Biology of Human Behavior,,,,LS,,
ANTH,157,2019-fa,The Archaeology of Illinois,,,HP,,,
ANTH,165,2019-fa,Lang & Culture Native North Am,,NW,,,,
ANTH,175,2019-fa,Archaeology and Pop Culture,,,HP,,,
ANTH,180,2019-fa,The Archaeology of Death,,WCC,,,,SS
ANTH,182,2019-fa,Latin American Cultures,,NW,,,,SS
ANTH,209,2019-fa,"Food, Culture, and Society",,,,,,SS
ANTH,210,2019-fa,Families in Global Perspective,,NW,,,,SS
ANTH,222,2019-fa,Introduction to Modern Africa,,NW,,,,
ANTH,223,2019-fa,Exploring African Cities,,NW,HP,,,
ANTH,224,2019-fa,Tourist Cities and Sites,,,,,,SS
ANTH,225,2019-fa,Women in Prehistory,,,,,,SS
ANTH,241,2019-fa,Human Biological Variation,,,,LS,,
ANTH,246,2019-fa,Forensic Science,,,,LS,,
ANTH,249,2019-fa,Evolution and Human Disease,,,,LS,,
ANTH,250,2019-fa,The World Through Museums,,WCC,,,,SS
ANTH,261,2019-fa,Intro to the African Diaspora,,US,HP,,,
ANTH,262,2019-fa,Women's Lives,,,,,,SS
ANTH,266,2019-fa,African Film and Society,,NW,,,,
ANTH,268,2019-fa,Images of the Other,ACP,WCC,HP,,,
ANTH,271,2019-fa,Language in Culture-ACP,ACP,,,,,
ANTH,272,2019-fa,Language and Culture in Turkey,,NW,,,,
ANTH,277,2019-fa,"Ancient Cities, Sacred Land",,WCC,,,,SS
ANTH,285,2019-fa,Intro to Korea Through Film,,NW,,,,
ANTH,286,2019-fa,Southeast Asian Civilizations,,NW,HP,,,
ANTH,288,2019-fa,American Indians of Illinois,,US,HP,,,
ANTH,290,2019-fa,Jewish Cultures of the World,,NW,,,,
ANTH,362,2019-fa,"Body, Personhood, and Culture",,,,,,SS
ANTH,393,2019-fa,The World of Jewish Sepharad,,WCC,HP,,,
ANTH,414,2019-fa,Writing Ethnography,ACP,,,,,
ARAB,150,2019-fa,Lang&Culture of Arab World,,NW,,,,
ARCH,164,2019-fa,Architecture as a Second Language,,,LA,,,
ARCH,222,2019-fa,Islamic Gardens & Architecture,,NW,HP,,,
ARCH,314,2019-fa,History of World Landscapes,ACP,WCC,HP,,,
ART,100,2019-fa,Understanding Visual Culture,,,LA,,,
ART,102,2019-fa,Drawing for Non-Majors,,,LA,,,
ART,103,2019-fa,Painting for Non-Majors,,,LA,,,
ART,104,2019-fa,Sculpture for Non-Majors,,,LA,,,
ART,105,2019-fa,Visual Design for Non-Majors,,,LA,,,
ART,140,2019-fa,Introduction to Art,,,LA,,,
ART,205,2019-fa,Experience & Meaning in Design,,WCC,,,,BSC
ART,208,2019-fa,Digital Art and Sustainability,,,LA,,,
ART,221,2019-fa,Visual Culture of Fandoms,,,LA,,,
ART,240,2019-fa,Learning Through Contemporary Art,,,LA,,,
ART,280,2019-fa,Exploring Visual Culture,,WCC,LA,,,
ART,310,2019-fa,Design Thinking,,,LA,,,
ART,350,2019-fa,Writing with Video,,WCC,LA,,,
ARTD,209,2019-fa,Chado (The Way of Tea),,NW,,,,
ARTD,240,2019-fa,eWaste: Sustainable Design,,,LA,,,
ARTH,110,2019-fa,Introduction to the History of Art and Visual Culture,,WCC,LA,,,
ARTH,111,2019-fa,Ancient to Medieval Art,,,LA,,,
ARTH,112,2019-fa,Renaissance to Modern Art,,,LA,,,
ARTH,113,2019-fa,Introduction to African Art,,NW,,,,
ARTH,114,2019-fa,Introduction to East Asian Art,,NW,,,,
ARTH,115,2019-fa,Art in a Global Context,,NW,LA,,,
ARTH,211,2019-fa,Design History Survey,,,LA,,,
ARTH,217,2019-fa,Development of Ancient Cities,,WCC,HP,,,
ARTH,241,2019-fa,"Modern Art, 1880-1940",,,LA,,,
ARTH,242,2019-fa,Art Since 1940,,,LA,,,
ARTH,260,2019-fa,Graffiti and Murals,,WCC,LA,,,
ASST,104,2019-fa,Asian Mythology,,NW,HP,,,
ASST,208,2019-fa,Cultures & Literatures of South Asia,,NW,LA,,,
ASST,218,2019-fa,S Asian Cultural Landscapes,,NW,LA,,,
ASST,286,2019-fa,Southeast Asian Civilizations,,NW,HP,,,
ASTR,100,2019-fa,Introduction to Astronomy,,,,PS,,
ASTR,121,2019-fa,Solar System and Worlds Beyond,,,,PS,QR2,
ASTR,122,2019-fa,Stars and Galaxies,,,,PS,QR2,
ASTR,150,2019-fa,Killer Skies: Astro-Disasters,,,,PS,,
ASTR,210,2019-fa,Introduction to Astrophysics,,,,PS,,
ASTR,401,2019-fa,Scientific Writing for Astronomy,ACP,,,,,
ASTR,490,2019-fa,Senior Thesis,ACP,,,,,
ATMS,100,2019-fa,Introduction to Meteorology,,,,PS,,
ATMS,120,2019-fa,Severe and Hazardous Weather,,,,PS,QR2,
ATMS,140,2019-fa,Climate and Global Change,,,,PS,,
ATMS,315,2019-fa,Meteorological Instrumentation,ACP,,,,,
ATMS,322,2019-fa,Soc Impacts Weather & Climate,,,,,,SS
BCS,115,2019-fa,South Slavic Cultures,,NW,,,,SS
BCS,215,2019-fa,Yugoslavia and After,,WCC,,,,
BIOC,460,2019-fa,Biochemistry Senior Seminar,ACP,,,,,
BTW,250,2019-fa,Principles Bus Comm,ACP,,,,,
BTW,261,2019-fa,Principles Tech Comm,ACP,,,,,
BTW,263,2019-fa,Writing in the Disciplines,ACP,,,,,
CHBE,101,2019-fa,Hidden World of Engineering,,,,PS,,
CHBE,430,2019-fa,Unit Operations Laboratory,ACP,,,,,
CHBE,431,2019-fa,Process Design,ACP,,,,,
CHEM,101,2019-fa,Introductory Chemistry,,,,PS,,
CHEM,102,2019-fa,General Chemistry I,,,,PS,,
CHEM,103,2019-fa,General Chemistry Lab I,,,,PS,,
CHEM,104,2019-fa,General Chemistry II,,,,PS,,
CHEM,105,2019-fa,General Chemistry Lab II,,,,PS,,
CHEM,108,2019-fa,"Chemistry, Everyday Phenomena",,,,PS,,
CHEM,202,2019-fa,Accelerated Chemistry I,,,,PS,,
CHEM,204,2019-fa,Accelerated Chemistry II,,,,PS,,
CHEM,317,2019-fa,Inorganic Chemistry Lab,ACP,,,,,
CHEM,437,2019-fa,Organic Chemistry Lab,ACP,,,,,
CHLH,100,2019-fa,Contemporary Health,,,,,,SS
CHLH,101,2019-fa,Introduction to Public Health,,,,,,SS
CHLH,244,2019-fa,Health Statistics,,,,,QR1,
CHLH,260,2019-fa,Introduction to Medical Ethics,,,HP,,,
CHLH,274,2019-fa,Introduction to Epidemiology,,,,,QR1,
CHLH,304,2019-fa,Foundations of Health Behavior,ACP,,,,,BSC
CHLH,330,2019-fa,Disability in American Society,,,,,,SS
CHLH,421,2019-fa,Health Data Analysis,,,,,QR2,
CHP,396,2019-fa,Interdisciplinary Seminar ACP,ACP,,,,,
CI,210,2019-fa,Introduction to Digital Learning Environments,,,,,,BSC
CLCV,114,2019-fa,Introduction to Greek Culture,,WCC,LA,,,
CLCV,115,2019-fa,Mythology of Greece and Rome,,WCC,LA,,,
CLCV,116,2019-fa,The Roman Achievement,,WCC,HP,,,
CLCV,120,2019-fa,The Classical Tradition,,WCC,LA,,,
CLCV,131,2019-fa,"Classical Archaeology, Greece",,WCC,HP,,,
CLCV,132,2019-fa,"Class Archaeology, Rome-Italy",,WCC,HP,,,
CLCV,160,2019-fa,Ancient Greek & Roman Religion,,WCC,HP,,,
CLCV,203,2019-fa,Ancient Philosophy,,,HP,,,
CLCV,220,2019-fa,Origins of Western Literature,,WCC,LA,,,
CLCV,221,2019-fa,The Heroic Tradition,,WCC,LA,,,
CLCV,222,2019-fa,Introduction to Greek and Roman Theater,ACP,WCC,LA,,,
CLCV,223,2019-fa,"Myth,History,Fiction,Tradition",,WCC,,,,
CLCV,224,2019-fa,American Race and Ethnicity in the Classical Tradition,,US,LA,,,
CLCV,225,2019-fa,"Greco-Roman Demo, Econ, Cult",,WCC,HP,,,
CLCV,230,2019-fa,Ancient Engineering,,WCC,,PS,,
CLCV,231,2019-fa,Development of Ancient Cities,,WCC,HP,,,
CLCV,240,2019-fa,Sex & Gender in Antiquity,,WCC,LA,,,
CLCV,323,2019-fa,The Comic Imagination,ACP,WCC,LA,,,
CMN,102,2019-fa,Intro to Comm Theory & Res,,,,,,BSC
CMN,210,2019-fa,Public Comm in Everyday Life,,WCC,HP,,,
CMN,220,2019-fa,Communicating Public Policy,ACP,,,,,
CMN,230,2019-fa,Intro to Interpersonal Comm,,,,,,SS
CMN,231,2019-fa,Communication and Conflict,,,,,,BSC
CMN,232,2019-fa,Intro to Intercultural Comm,,NW,,,,SS
CMN,250,2019-fa,Social Movement Communication,,US,,,,
CMN,260,2019-fa,Intro to Health Communication,,WCC,,,,BSC
CMN,275,2019-fa,"Media, Money and Power",,WCC,HP,,,
CMN,277,2019-fa,Introduction to Mediated Communication,,US,,,,SS
CMN,280,2019-fa,Comm Technology & Society,,,,,,SS
CPSC,112,2019-fa,Introduction to Crop Sciences,,,,LS,,
CPSC,113,2019-fa,"Environment, Agric, & Society",,WCC,,LS,,
CPSC,116,2019-fa,The Global Food Production Web,,NW,,,,
CPSC,131,2019-fa,Agriculture in Mythology,,NW,,,,
CPSC,241,2019-fa,Intro to Applied Statistics,,,,,QR1,
CPSC,261,2019-fa,Biotechnology in Agriculture,,,,LS,,
CPSC,270,2019-fa,Applied Entomology,,,,LS,,
CS,101,2019-fa,Intro Computing: Engrg & Sci,,,,,QR2,
CS,105,2019-fa,Intro Computing: Non-Tech,,,,,QR1,
CS,107,2019-fa,Data Science Discovery,,,,,QR1,
CS,125,2019-fa,Intro to Computer Science,,,,,QR1,
CS,225,2019-fa,Data Structures,,,,,QR2,
CS,429,2019-fa,"Software Engineering II, ACP",ACP,,,,,
CS,493,2019-fa,"Senior Project II, ACP",ACP,,,,,
CS,499,2019-fa,Senior Thesis,ACP,,,,,
CW,100,2019-fa,Intro to Creative Writing,,,LA,,,
CW,243,2019-fa,Inter Expository Writing,ACP,,,,,
CWL,111,2019-fa,Bible as Literature,,,LA,,,
CWL,114,2019-fa,Global Consciousness and Lit,,NW,LA,,,
CWL,117,2019-fa,Russ & E Euro Science Fiction,,,LA,,,
CWL,151,2019-fa,Cross-Cultural Thematics,,,LA,,,
CWL,189,2019-fa,Lit of Asia & Africa I,,NW,LA,,,
CWL,190,2019-fa,Lit of Asia & Africa II,,NW,LA,,,
CWL,201,2019-fa,Comparative Lit Studies,,,LA,,,
CWL,202,2019-fa,Literature and Ideas,,WCC,LA,,,
CWL,205,2019-fa,Islam & West Through Lit,,,LA,,,
CWL,207,2019-fa,Indian Cinema in Context,,NW,LA,,,
CWL,208,2019-fa,Cultures & Literatures of South Asia,,NW,LA,,,
CWL,209,2019-fa,Jewish American and US Minority Literatures in Dialogue,,US,LA,,,
CWL,210,2019-fa,Introduction to Modern African Literature,,NW,LA,,,
CWL,212,2019-fa,Israeli Cinema and Television,,WCC,LA,,,
CWL,215,2019-fa,"Madness, Myth, and Murder",,,LA,,,
CWL,216,2019-fa,Legends of King Arthur,,WCC,LA,,,
CWL,220,2019-fa,Origins of Western Literature,,WCC,LA,,,
CWL,221,2019-fa,Jewish Storytelling,,WCC,LA,,,
CWL,223,2019-fa,The Qur'an (Koran),,NW,LA,,,
CWL,225,2019-fa,Constr Afr and Carib Identity,,NW,,,,
CWL,226,2019-fa,Humanist Persp of Afro-Am Exp,,US,LA,,,
CWL,227,2019-fa,Golden Age of Russian Lit,,,LA,,,
CWL,240,2019-fa,Italy Middle Ages & Renaiss,,,LA,,,
CWL,241,2019-fa,Early Masterpieces of Western Culture,ACP,WCC,LA,,,
CWL,242,2019-fa,Modern Masterpieces of Western Culture,ACP,WCC,LA,,,
CWL,249,2019-fa,Russian Lit and Revolution,,,LA,,,
CWL,250,2019-fa,Grimms' Fairy Tales - ACP,ACP,WCC,LA,,,
CWL,251,2019-fa,Viking Mythology,,WCC,HP,,,
CWL,252,2019-fa,Viking Sagas in Translation,,WCC,LA,,,
CWL,253,2019-fa,Medieval Literature and Culture,,WCC,LA,,,
CWL,254,2019-fa,Grimm's Fairy Tales in Context,,WCC,LA,,,
CWL,255,2019-fa,Renaissance Literature and Culture,,WCC,LA,,,
CWL,257,2019-fa,Enlightenment Literature and Culture,,WCC,LA,,,
CWL,259,2019-fa,Early African American Literature and Culture,,US,,,,
CWL,260,2019-fa,Modern African American Literature and Culture,,US,,,,
CWL,262,2019-fa,Sex & Gender in Antiquity,,WCC,LA,,,
CWL,263,2019-fa,The Heroic Tradition,,WCC,LA,,,
CWL,264,2019-fa,Introduction to Greek and Roman Theater,ACP,WCC,LA,,,
CWL,267,2019-fa,The Short Story,,,LA,,,
CWL,269,2019-fa,"British, American, and Continental Fiction",,,LA,,,
CWL,271,2019-fa,The Holocaust in Context - ACP,ACP,WCC,LA,,,
CWL,272,2019-fa,Sexuality and Literature,,,LA,,,
CWL,273,2019-fa,The Holocaust in Context,,WCC,LA,,,
CWL,275,2019-fa,Masterpieces of East Asian Lit,,NW,LA,,,
CWL,276,2019-fa,Asian Film Genres,,NW,LA,,,
CWL,283,2019-fa,Jewish Sacred Literature,,,LA,,,
CWL,284,2019-fa,Modern Jewish Literature,,,LA,,,
CWL,307,2019-fa,Classical Chinese Lit,,NW,LA,,,
CWL,308,2019-fa,Chinese Popular Lit,,NW,LA,,,
CWL,311,2019-fa,Japan Lit in Translation I,,NW,LA,,,
CWL,312,2019-fa,Japan Lit in Translation II,,NW,LA,,,
CWL,320,2019-fa,Lit Responses to the Holocaust,,WCC,LA,,,
CWL,322,2019-fa,The Comic Imagination,ACP,WCC,LA,,,
CWL,400,2019-fa,African Diasporic Thought in the Caribbean,,NW,,,,
DANC,100,2019-fa,Intro to Contemporary Dance,,WCC,LA,,,
DANC,125,2019-fa,Black Dances of Resistance,,US,,,,
DANC,200,2019-fa,Explore Music through Dance,,,LA,,,
DANC,340,2019-fa,Dancing Black Popular Culture,,US,HP,,,
DANC,345,2019-fa,Dance Anatomy and Kinesiology,,,,LS,,
DANC,441,2019-fa,Dance History Seminar,ACP,,,,,
EALC,114,2019-fa,Introduction to East Asian Art,,NW,,,,
EALC,120,2019-fa,East Asian Civilizations,,NW,HP,,,
EALC,122,2019-fa,History East Asian Religions,,NW,HP,,,
EALC,130,2019-fa,The Chinese Language,,NW,,,,SS
EALC,132,2019-fa,Zen,,NW,HP,,,
EALC,220,2019-fa,Traditional China,,NW,HP,,,
EALC,221,2019-fa,Modern China,,NW,,,,
EALC,222,2019-fa,Chinese Thought and Culture,,NW,HP,,,
EALC,226,2019-fa,Premodern Japanese History,,NW,HP,,,
EALC,227,2019-fa,Modern Japanese History,,NW,HP,,,
EALC,240,2019-fa,Chinese Civilization,,NW,,,,
EALC,250,2019-fa,Intro to Japanese Culture,,NW,,,,SS
EALC,275,2019-fa,Masterpieces of East Asian Lit,,NW,LA,,,
EALC,276,2019-fa,Asian Film Genres,,NW,LA,,,
EALC,285,2019-fa,Intro to Korea Through Film,,NW,,,,
EALC,287,2019-fa,Introduction to Buddhism,,NW,HP,,,
EALC,305,2019-fa,Japan Lit in Translation I,,NW,LA,,,
EALC,306,2019-fa,Japan Lit in Translation II,,NW,LA,,,
EALC,307,2019-fa,Classical Chinese Lit,,NW,LA,,,
EALC,308,2019-fa,Chinese Popular Lit,,NW,LA,,,
EALC,365,2019-fa,Contemporary Korean Society,,NW,,,,SS
EALC,367,2019-fa,History of Korea,,NW,HP,,,
ECE,101,2019-fa,Exploring Digital Info Technol,,,,PS,QR2,
ECE,316,2019-fa,Ethics and Engineering,ACP,,HP,,,
ECE,445,2019-fa,Senior Design Project Lab,ACP,,,,,
ECE,496,2019-fa,Senior Research Project,ACP,,,,,
ECE,499,2019-fa,Senior Thesis,ACP,,,,,
ECON,101,2019-fa,Introduction to Economics,,,,,,SS
ECON,102,2019-fa,Microeconomic Principles,,,,,,SS
ECON,103,2019-fa,Macroeconomic Principles,,,,,,SS
ECON,202,2019-fa,Economic Statistics I,,,,,QR1,
ECON,210,2019-fa,Environmental Economics,,,,,,SS
ECON,451,2019-fa,Program Evaluation in Developing Economies,ACP,,,,,
EDUC,201,2019-fa,Identity and Difference in Education,,US,,,,
EDUC,202,2019-fa,"Social Justice, School & Society",ACP,,HP,,,
ENGL,101,2019-fa,Intro to Poetry,,,LA,,,
ENGL,102,2019-fa,Intro to Drama,,,LA,,,
ENGL,103,2019-fa,Intro to Fiction,,,LA,,,
ENGL,104,2019-fa,Introduction to Film,,,LA,,,
ENGL,109,2019-fa,Intro to Fiction-ACP,ACP,,LA,,,
ENGL,114,2019-fa,Bible as Literature,,,LA,,,
ENGL,115,2019-fa,Intro to British Literature,,WCC,LA,,,
ENGL,116,2019-fa,Introduction to American Literature,,WCC,LA,,,
ENGL,117,2019-fa,Shakespeare on Film,,,LA,,,
ENGL,122,2019-fa,"Swords, Sorcery & Sex: The Middle Ages in Popular Culture",,,LA,,,
ENGL,150,2019-fa,Black Literature in America,,US,LA,,,
ENGL,200,2019-fa,Introduction to the Study of Literature and Culture,,,LA,,,
ENGL,202,2019-fa,Medieval Literature and Culture,,WCC,LA,,,
ENGL,204,2019-fa,Renaissance Literature and Culture,,WCC,LA,,,
ENGL,206,2019-fa,Enlightenment Literature and Culture,,WCC,LA,,,
ENGL,207,2019-fa,Romantic Literature and Culture,,WCC,LA,,,
